State,        Action 1,  Action 2,  Action 3,  Action 4,  Action 5,  Action 6,  Action 7,  Action 8,  Action 9
-xx oo- --x, -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000, -9.100000,     -    
-xx oo- -x-,  7.190000,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    , -9.100000
-xx oo- oxx,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    
-xx oo- x--,  7.190000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000, -9.100000
-xx oo- xox, -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    
-xx oo- xxo,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    
-xx oox ---, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000
-xx oox -xo,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    
-xx oox ox-,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
-xx oox x-o,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
-xx oox xo-, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
-xx ox- --o, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    
-xx ox- -o-, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000
-xx ox- o--,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000
-xx ox- oox,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
-xx oxo ---, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000
-xx oxo -ox, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    
-xx oxo o-x,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
-xx oxx -oo, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
-xx oxx o-o,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    
-xx oxx oo-,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000
-xx x-- -oo,  7.190000,     -    ,     -    ,     -    , -9.100000, -9.100000,  9.000000,     -    ,     -    
-xx x-- o-o,  7.190000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    ,  9.000000,     -    
-xx x-- oo-, -0.181000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,  9.000000
-xx x-o --o, -7.471000,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    
-xx x-o -o-, -0.181000,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000
-xx x-o o--, -0.181000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000
-xx x-o oox, -0.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    
-xx x-o oxo, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    
-xx x-o xoo, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    
-xx xo- --o,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    
-xx xo- -o-, -0.181000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000
-xx xo- o--, -0.181000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000
-xx xo- oox, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
-xx xo- oxo,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
-xx xo- xoo,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
-xx xoo ---, -0.181000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000
-xx xoo -ox, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    
-xx xoo -xo,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    
-xx xoo o-x, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
-xx xoo ox-, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
-xx xoo x-o,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
-xx xoo xo-, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
-xx xox -oo,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
-xx xox o-o,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    
-xx xox oo-, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000
-xx xxo -oo, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
-xx xxo o-o, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    
-xx xxo oo-, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000
o-- --- -xx,     -    , -9.100000, -9.100000, -9.100000, -9.100000, -9.100000,  5.723900,     -    ,     -    
o-- --- x-x,     -    , -9.100000, -9.100000, -9.100000, -9.100000, -9.100000,     -    , -7.471000,     -    
o-- --- xx-,     -    , -9.100000, -9.100000, -9.100000, -9.100000, -9.100000,     -    ,     -    , -7.471000
o-- --x --x,     -    , -9.100000,  5.723900, -9.100000, -9.100000,     -    , -9.100000, -9.100000,     -    
o-- --x -x-,     -    , -6.151510,  5.723900, -6.151510, -7.471000,     -    ,  5.723900,     -    , -7.471000
o-- --x oxx,     -    , -9.100000,  7.190000,  9.000000, -9.100000,     -    ,     -    ,     -    ,     -    
o-- --x x--,     -    , -7.471000, -0.246610, -7.471000, -7.471000,     -    ,     -    , -7.471000, -7.471000
o-- --x xox,     -    , -9.100000, -0.181000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    
o-- --x xxo,     -    ,  7.190000,  7.190000, -7.471000,  9.000000,     -    ,     -    ,     -    ,     -    
o-- -ox -xx,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    
o-- -ox x-x,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    
o-- -ox xx-,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000
o-- -x- --x,     -    , -7.471000, -0.246610, -7.471000,     -    , -7.471000, -0.246610, -7.471000,     -    
o-- -x- -x-,     -    , -0.246610, -9.100000, -9.100000,     -    , -9.100000, -9.100000,     -    , -9.100000
o-- -x- oxx,     -    ,  7.190000, -9.100000,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    
o-- -x- x--,     -    , -9.100000, -0.246610, -9.100000,     -    , -9.100000,     -    , -9.100000, -9.100000
o-- -x- xox,     -    , -9.100000, -0.181000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    
o-- -x- xxo,     -    , -9.100000, -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    
o-- -xo -xx,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    
o-- -xo x-x,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    
o-- -xo xx-,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000
o-- -xx ---,     -    , -9.100000, -9.100000, -0.246610,     -    ,     -    , -9.100000, -9.100000, -9.100000
o-- -xx -ox,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    
o-- -xx -xo,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    
o-- -xx o-x,     -    , -9.100000, -9.100000,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    
o-- -xx ox-,     -    , -9.100000, -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    , -9.100000
o-- -xx x-o,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    
o-- -xx xo-,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000
o-- o-x -xx,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    
o-- o-x x-x,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    
o-- o-x xx-,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    , -7.471000
o-- ox- -xx,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    
o-- ox- x-x,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    
o-- ox- xx-,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000
o-- oxx --x,     -    , -9.100000,  7.190000,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    
o-- oxx -x-,     -    ,  7.190000, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000
o-- oxx x--,     -    , -9.100000, -0.181000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000
o-- oxx xox,     -    , -9.100000, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-- oxx xxo,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-- x-- --x,     -    , -6.151510, -0.246610,     -    , -0.246610, -0.246610, -7.471000, -7.471000,     -    
o-- x-- -x-,     -    , -6.151510,  5.723900,     -    , -0.246610, -0.246610, -7.471000,     -    , -7.471000
o-- x-- oxx,     -    , -0.181000,  7.190000,     -    , -0.181000, -0.181000,     -    ,     -    ,     -    
o-- x-- x--,     -    ,  5.723900,  5.723900,     -    , -0.246610, -0.246610,     -    , -7.471000, -7.471000
o-- x-- xox,     -    ,  7.190000, -0.181000,     -    , -0.181000, -0.181000,     -    ,     -    ,     -    
o-- x-- xxo,     -    ,  7.190000,  7.190000,     -    ,  9.000000,  7.190000,     -    ,     -    ,     -    
o-- x-o -xx,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    , -0.181000,     -    ,     -    
o-- x-o x-x,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    , -0.181000,     -    
o-- x-o xx-,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,  7.190000
o-- x-x ---,     -    , -9.100000, -9.100000,     -    ,  5.723900,     -    , -9.100000, -9.100000, -9.100000
o-- x-x -ox,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    , -9.100000,     -    ,     -    
o-- x-x -xo,     -    , -9.100000, -9.100000,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    
o-- x-x o-x,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    
o-- x-x ox-,     -    , -9.100000, -9.100000,     -    ,  7.190000,     -    ,     -    ,     -    , -9.100000
o-- x-x x-o,     -    , -9.100000, -9.100000,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    
o-- x-x xo-,     -    , -9.100000, -9.100000,     -    ,  7.190000,     -    ,     -    ,     -    , -9.100000
o-- xo- -xx,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000, -0.181000,     -    ,     -    
o-- xo- x-x,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    , -0.181000,     -    
o-- xo- xx-,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,  9.000000
o-- xox --x,     -    , -9.100000,  7.190000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
o-- xox -x-,     -    ,  7.190000,  7.190000,     -    ,     -    ,     -    ,  7.190000,     -    ,  9.000000
o-- xox oxx,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-- xox x--,     -    ,  7.190000,  7.190000,     -    ,     -    ,     -    ,     -    ,  7.190000,  9.000000
o-- xox xox,     -    ,  9.000000, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-- xx- ---,     -    , -9.100000, -9.100000,     -    ,     -    , -0.246610, -9.100000, -9.100000, -9.100000
o-- xx- -ox,     -    , -9.100000, -9.100000,     -    ,     -    , -0.181000, -9.100000,     -    ,     -    
o-- xx- -xo,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    
o-- xx- o-x,     -    , -9.100000, -9.100000,     -    ,     -    , -0.181000,     -    , -9.100000,     -    
o-- xx- ox-,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000
o-- xx- x-o,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    
o-- xx- xo-,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000
o-- xxo --x,     -    , -0.181000, -0.181000,     -    ,     -    ,     -    , -0.181000, -0.181000,     -    
o-- xxo -x-,     -    , -0.181000, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000
o-- xxo oxx,     -    , -0.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-- xxo x--,     -    , -9.100000,  7.190000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000
o-- xxo xox,     -    , -9.100000, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-- xxo xxo,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
o-o --x -xx,     -    ,  9.000000,     -    , -9.100000, -9.100000,     -    ,  7.190000,     -    ,     -    
o-o --x x-x,     -    ,  9.000000,     -    , -9.100000, -9.100000,     -    ,     -    , -0.181000,     -    
o-o --x xx-,     -    ,  9.000000,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,  7.190000
o-o -x- -xx,     -    ,  9.000000,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    
o-o -x- x-x,     -    ,  9.000000,     -    , -9.100000,     -    , -9.100000,     -    , -0.181000,     -    
o-o -x- xx-,     -    ,  9.000000,     -    , -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000
o-o -xx --x,     -    ,  9.000000,     -    ,  7.190000,     -    ,     -    , -9.100000, -9.100000,     -    
o-o -xx -x-,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000
o-o -xx oxx,     -    ,  9.000000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    
o-o -xx x--,     -    ,  9.000000,     -    , -0.181000,     -    ,     -    ,     -    , -9.100000, -9.100000
o-o -xx xox,     -    ,  9.000000,     -    , -0.100000,     -    ,     -    ,     -    ,     -    ,     -    
o-o -xx xxo,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
o-o oxx -xx,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
o-o oxx x-x,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,     -    
o-o oxx xx-,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
o-o x-- -xx,     -    ,  9.000000,     -    ,     -    , -9.100000, -9.100000,  7.190000,     -    ,     -    
o-o x-- x-x,     -    ,  9.000000,     -    ,     -    , -9.100000, -9.100000,     -    , -0.181000,     -    
o-o x-- xx-,     -    ,  9.000000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,  7.190000
o-o x-x --x,     -    ,  9.000000,     -    ,     -    ,  7.190000,     -    , -9.100000, -9.100000,     -    
o-o x-x -x-,     -    ,  9.000000,     -    ,     -    ,  7.190000,     -    , -9.100000,     -    , -9.100000
o-o x-x oxx,     -    ,  9.000000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
o-o x-x x--,     -    ,  9.000000,     -    ,     -    ,  7.190000,     -    ,     -    , -9.100000, -9.100000
o-o x-x xox,     -    ,  9.000000,     -    ,     -    , -0.100000,     -    ,     -    ,     -    ,     -    
o-o x-x xxo,     -    ,  9.000000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
o-o xox -xx,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
o-o xox x-x,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,     -    
o-o xox xx-,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000
o-o xx- --x,     -    ,  9.000000,     -    ,     -    ,     -    , -0.181000, -9.100000, -9.100000,     -    
o-o xx- -x-,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000
o-o xx- oxx,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
o-o xx- x--,     -    ,  9.000000,     -    ,     -    ,     -    ,  7.190000,     -    , -9.100000, -9.100000
o-o xx- xox,     -    ,  9.000000,     -    ,     -    ,     -    , -0.100000,     -    ,     -    ,     -    
o-o xx- xxo,     -    ,  9.000000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    
